;DateTime;Price
613;2023-09-20 11:00:00;89.91
614;2023-09-20 12:00:00;82.02
615;2023-09-20 13:00:00;81.93
616;2023-09-20 14:00:00;87.57
617;2023-09-20 15:00:00;89.91
618;2023-09-20 16:00:00;91.50
619;2023-09-20 17:00:00;99.36
620;2023-09-20 18:00:00;120.50
621;2023-09-20 19:00:00;128.22
622;2023-09-20 20:00:00;122.98
623;2023-09-20 21:00:00;110.63
624;2023-09-21 22:00:00;102.39
625;2023-09-21 23:00:00;92.92
626;2023-09-22 00:00:00;91.50
627;2023-09-22 01:00:00;89.82
628;2023-09-22 02:00:00;83.33
629;2023-09-22 03:00:00;82.90
630;2023-09-22 04:00:00;82.73
631;2023-09-22 05:00:00;80.10
632;2023-09-22 06:00:00;40.00
633;2023-09-22 07:00:00;4.30
634;2023-09-22 08:00:00;0.00
635;2023-09-22 09:00:00;0.00
636;2023-09-22 10:00:00;0.00
637;2023-09-22 11:00:00;0.00
638;2023-09-22 12:00:00;0.00
639;2023-09-22 13:00:00;0.01
640;2023-09-22 14:00:00;0.00
641;2023-09-22 15:00:00;1.64
642;2023-09-22 16:00:00;4.30
643;2023-09-22 17:00:00;46.50
644;2023-09-22 18:00:00;103.50
645;2023-09-22 19:00:00;127.55
646;2023-09-22 20:00:00;119.00
647;2023-09-22 21:00:00;102.99
648;2023-09-23 22:00:00;93.31
649;2023-09-23 23:00:00;88.52
650;2023-09-24 00:00:00;85.00
651;2023-09-24 01:00:00;80.66
652;2023-09-24 02:00:00;72.20
653;2023-09-24 03:00:00;87.90
654;2023-09-24 04:00:00;107.49
655;2023-09-24 05:00:00;114.52
656;2023-09-24 06:00:00;119.87
657;2023-09-24 07:00:00;108.49
658;2023-09-24 08:00:00;86.20
659;2023-09-24 09:00:00;74.00
660;2023-09-24 10:00:00;65.11
661;2023-09-24 11:00:00;68.00
662;2023-09-24 12:00:00;65.00
663;2023-09-24 13:00:00;50.10
664;2023-09-24 14:00:00;40.00
665;2023-09-24 15:00:00;50.10
666;2023-09-24 16:00:00;80.50
667;2023-09-24 17:00:00;108.49
668;2023-09-24 18:00:00;133.52
669;2023-09-24 19:00:00;138.08
670;2023-09-24 20:00:00;123.72
671;2023-09-24 21:00:00;111.08
672;2023-09-25 22:00:00;113.60
673;2023-09-25 23:00:00;105.00
674;2023-09-26 00:00:00;97.92
675;2023-09-26 01:00:00;97.01
676;2023-09-26 02:00:00;90.93
677;2023-09-26 03:00:00;91.23
678;2023-09-26 04:00:00;110.72
679;2023-09-26 05:00:00;122.01
680;2023-09-26 06:00:00;139.07
681;2023-09-26 07:00:00;115.34
682;2023-09-26 08:00:00;90.51
683;2023-09-26 09:00:00;88.84
684;2023-09-26 10:00:00;86.29
685;2023-09-26 11:00:00;86.00
686;2023-09-26 12:00:00;81.20
687;2023-09-26 13:00:00;80.25
688;2023-09-26 14:00:00;78.91
689;2023-09-26 15:00:00;80.10
690;2023-09-26 16:00:00;85.50
691;2023-09-26 17:00:00;113.60
692;2023-09-26 18:00:00;133.66
693;2023-09-26 19:00:00;136.68
694;2023-09-26 20:00:00;122.08
695;2023-09-26 21:00:00;115.34
696;2023-09-27 22:00:00;113.60
697;2023-09-27 23:00:00;109.92
698;2023-09-28 00:00:00;96.36
699;2023-09-28 01:00:00;91.00
